support,itemsets,itemset_size
0.11444209478790894,"var_118=low, var_90=mid",2
0.11444209478790894,"var_21=high, var_44=high",2
0.11437989799726334,"var_118=high, var_70=high",2
0.11437989799726334,"var_26=high, var_70=low",2
0.11437989799726334,"var_118=mid, var_45=high",2
0.11437989799726334,"var_184=mid, var_199=high",2
0.11437989799726334,"var_118=mid, var_199=high",2
0.11437989799726334,"var_40=high, var_48=mid",2
0.11437989799726334,"var_123=mid, var_147=high",2
0.11437989799726334,"var_48=low, var_76=high",2
0.11437989799726334,"var_13=low, var_165=high",2
0.11431770120661774,"var_174=high, var_40=low",2
0.11431770120661774,"var_149=mid, var_173=mid",2
0.11431770120661774,"var_13=mid, var_26=high",2
0.11431770120661774,"var_107=mid, var_18=low",2
0.11431770120661774,"var_110=high, var_190=low",2
0.11431770120661774,"var_174=mid, var_199=high",2
0.11431770120661774,"var_172=high, var_199=high",2
0.11431770120661774,"var_123=mid, var_76=low",2
0.11431770120661774,"var_190=low, var_76=low",2
0.11431770120661774,"var_149=low, var_165=high",2
0.11431770120661774,"var_107=mid, var_21=high",2
0.11431770120661774,"var_123=low, var_18=low",2
0.11431770120661774,"var_107=low, var_172=low",2
0.11431770120661774,"var_26=mid, var_45=mid",2
0.11425550441597214,"var_118=mid, var_184=low",2
0.11425550441597214,"var_123=high, var_13=low",2
0.11425550441597214,"var_139=high, var_70=low",2
0.11425550441597214,"var_110=high, var_149=mid",2
0.11425550441597214,"var_147=high, var_184=mid",2
0.11425550441597214,"var_110=mid, var_13=high",2
0.11425550441597214,"var_174=mid, var_67=mid",2
0.11425550441597214,"var_123=mid, var_149=low",2
0.11425550441597214,"var_172=low, var_70=mid",2
0.11419330762532653,"var_74=low, var_90=low",2
0.11419330762532653,"var_21=low, var_70=high",2
0.11419330762532653,"var_174=high, var_86=high",2
0.11419330762532653,"var_45=mid, var_49=mid",2
0.11419330762532653,"var_21=mid, var_80=low",2
0.11419330762532653,"var_40=mid, var_48=high",2
0.11419330762532653,"var_107=high, var_76=high",2
0.11419330762532653,"var_165=mid, var_67=mid",2
0.11419330762532653,"var_123=low, var_45=high",2
0.11419330762532653,"var_174=mid, var_76=high",2
0.11419330762532653,"var_80=low, var_90=mid",2
0.11419330762532653,"var_13=low, var_26=mid",2
0.11419330762532653,"var_26=mid, var_48=low",2
0.11419330762532653,"var_199=low, var_45=low",2
0.11413111083468093,"var_165=mid, var_173=low",2
0.11413111083468093,"var_67=low, var_70=high",2
0.11413111083468093,"var_49=mid, var_90=high",2
0.11413111083468093,"var_18=mid, var_21=mid",2
0.11413111083468093,"var_26=high, var_48=mid",2
0.11413111083468093,"var_165=mid, var_80=mid",2
0.11413111083468093,"var_70=low, var_76=high",2
0.11406891404403532,"var_174=high, var_76=low",2
0.11406891404403532,"var_165=mid, var_74=low",2
0.11406891404403532,"var_165=mid, var_21=low",2
0.11406891404403532,"var_118=low, var_123=high",2
0.11406891404403532,"var_139=high, var_80=low",2
0.11406891404403532,"var_118=low, var_147=mid",2
0.11406891404403532,"var_86=mid, var_90=high",2
0.11406891404403532,"var_45=mid, var_86=high",2
0.11406891404403532,"var_172=mid, var_49=mid",2
0.11406891404403532,"var_139=low, var_49=mid",2
0.11406891404403532,"var_190=high, var_76=high",2
0.11406891404403532,"var_174=low, var_190=high",2
0.11406891404403532,"var_13=high, var_190=high",2
0.11406891404403532,"var_172=high, var_173=high",2
0.11406891404403532,"var_110=low, var_149=low",2
0.11400671725338972,"var_173=high, var_67=high",2
0.11400671725338972,"var_18=low, var_76=mid",2
0.11400671725338972,"var_76=low, var_90=high",2
0.11400671725338972,"var_174=mid, var_48=mid",2
0.11400671725338972,"var_110=high, var_26=low",2
0.11400671725338972,"var_13=high, var_149=high",2
0.11400671725338972,"var_184=high, var_40=low",2
0.11400671725338972,"var_13=high, var_76=high",2
0.11400671725338972,"var_147=mid, var_74=mid",2
0.11400671725338972,"var_173=low, var_80=high",2
0.11400671725338972,"var_149=low, var_174=low",2
0.11394452046274413,"var_13=low, var_44=low",2
0.11394452046274413,"var_184=mid, var_86=high",2
0.11394452046274413,"var_173=low, var_18=mid",2
0.11394452046274413,"var_13=high, var_26=low",2
0.11394452046274413,"var_165=low, var_49=mid",2
0.11394452046274413,"var_123=mid, var_190=low",2
0.11394452046274413,"var_123=mid, var_86=low",2
0.11394452046274413,"var_147=high, var_90=mid",2
0.11394452046274413,"var_149=mid, var_184=high",2
0.11394452046274413,"var_173=high, var_76=high",2
0.11394452046274413,"var_147=high, var_86=mid",2
0.11394452046274413,"var_173=mid, var_74=mid",2
0.11394452046274413,"var_21=high, var_76=low",2
0.11394452046274413,"var_26=mid, var_49=high",2
0.11388232367209852,"var_49=high, var_70=low",2
0.11388232367209852,"var_21=low, var_76=mid",2
0.11388232367209852,"var_70=high, var_86=high",2
0.11388232367209852,"var_172=low, var_90=high",2
0.11388232367209852,"var_21=low, var_48=mid",2
0.11388232367209852,"var_173=low, var_26=high",2
0.11388232367209852,"var_147=low, var_26=low",2
0.11388232367209852,"var_173=low, var_184=high",2
0.11388232367209852,"var_107=low, var_76=low",2
0.11388232367209852,"var_13=low, var_76=low",2
0.11388232367209852,"var_149=high, var_48=high",2
0.11388232367209852,"var_173=low, var_18=low",2
0.11382012688145292,"var_118=mid, var_76=low",2
0.11382012688145292,"var_76=mid, var_90=mid",2
0.11382012688145292,"var_165=high, var_21=mid",2
0.11382012688145292,"var_165=mid, var_40=mid",2
0.11382012688145292,"var_70=low, var_86=low",2
0.11382012688145292,"var_118=high, var_90=low",2
0.11382012688145292,"var_107=low, var_13=high",2
0.11382012688145292,"var_149=high, var_76=low",2
0.11382012688145292,"var_149=high, var_44=low",2
0.11382012688145292,"var_149=high, var_184=low",2
0.11382012688145292,"var_45=high, var_86=low",2
0.11382012688145292,"var_18=high, var_86=low",2
0.11382012688145292,"var_45=low, var_48=high",2
0.11382012688145292,"var_123=low, var_174=low",2
0.11382012688145292,"var_123=low, var_90=mid",2
0.11382012688145292,"var_174=high, var_44=high",2
0.11382012688145292,"var_118=mid, var_44=high",2
0.11382012688145292,"var_13=mid, var_44=high",2
0.11382012688145292,"var_110=low, var_67=low",2
0.11375793009080731,"var_147=mid, var_74=low",2
0.11375793009080731,"var_118=mid, var_90=high",2
0.11375793009080731,"var_118=low, var_48=mid",2
0.11375793009080731,"var_18=mid, var_199=low",2
0.11375793009080731,"var_21=mid, var_26=low",2
0.11375793009080731,"var_190=high, var_26=high",2
0.11375793009080731,"var_110=low, var_74=high",2
0.11375793009080731,"var_147=high, var_165=high",2
0.11375793009080731,"var_184=high, var_49=low",2
0.11375793009080731,"var_110=mid, var_86=mid",2
0.11375793009080731,"var_45=low, var_86=mid",2
0.11375793009080731,"var_49=high, var_74=mid",2
0.11375793009080731,"var_184=low, var_45=low",2
0.11375793009080731,"var_118=low, var_80=high",2
0.11375793009080731,"var_13=high, var_80=high",2
0.11375793009080731,"var_118=low, var_49=low",2
0.11375793009080731,"var_86=low, var_90=mid",2
0.11375793009080731,"var_49=low, var_90=mid",2
0.11369573330016171,"var_172=mid, var_190=mid",2
0.11369573330016171,"var_184=low, var_90=high",2
0.11369573330016171,"var_18=mid, var_45=low",2
0.11369573330016171,"var_40=mid, var_80=low",2
0.11369573330016171,"var_107=high, var_13=mid",2
0.11369573330016171,"var_18=mid, var_80=mid",2
0.11369573330016171,"var_139=mid, var_80=mid",2
0.11369573330016171,"var_174=low, var_21=low",2
0.11369573330016171,"var_40=high, var_45=high",2
0.11369573330016171,"var_18=low, var_67=low",2
0.11369573330016171,"var_172=high, var_76=high",2
0.11369573330016171,"var_165=high, var_80=low",2
0.11369573330016171,"var_165=high, var_173=mid",2
0.11369573330016171,"var_118=mid, var_21=high",2
0.11369573330016171,"var_173=mid, var_70=mid",2
0.11369573330016171,"var_174=low, var_70=mid",2
0.11369573330016171,"var_139=mid, var_26=mid",2
0.11369573330016171,"var_110=low, var_26=mid",2
0.11369573330016171,"var_110=low, var_174=mid",2
0.1136335365095161,"var_118=mid, var_172=high",2
0.1136335365095161,"var_13=mid, var_86=low",2
0.1136335365095161,"var_123=low, var_13=mid",2
0.1136335365095161,"var_147=mid, var_165=mid",2
0.1136335365095161,"var_13=mid, var_190=mid",2
0.1136335365095161,"var_172=mid, var_184=mid",2
0.1136335365095161,"var_13=mid, var_76=mid",2
0.1136335365095161,"var_123=high, var_18=mid",2
0.1136335365095161,"var_26=high, var_49=low",2
0.1136335365095161,"var_139=low, var_147=low",2
0.1136335365095161,"var_13=low, var_21=low",2
0.1136335365095161,"var_174=low, var_86=low",2
0.1136335365095161,"var_110=high, var_174=high",2
0.1136335365095161,"var_18=low, var_49=mid",2
0.1136335365095161,"var_13=low, var_172=low",2
0.1136335365095161,"var_118=low, var_165=high",2
0.1136335365095161,"var_172=low, var_184=low",2
0.1136335365095161,"var_173=low, var_199=low",2
0.1136335365095161,"var_123=low, var_70=mid",2
0.1136335365095161,"var_110=high, var_44=high",2
0.1136335365095161,"var_107=low, var_44=high",2
0.11357133971887051,"var_40=low, var_74=low",2
0.11357133971887051,"var_123=high, var_149=mid",2
0.11357133971887051,"var_13=low, var_49=high",2
0.11357133971887051,"var_184=mid, var_49=mid",2
0.11357133971887051,"var_13=low, var_86=high",2
0.11357133971887051,"var_110=high, var_48=mid",2
0.11357133971887051,"var_40=mid, var_49=low",2
0.11357133971887051,"var_40=low, var_80=mid",2
0.11357133971887051,"var_147=low, var_48=low",2
0.11357133971887051,"var_107=mid, var_174=low",2
0.11357133971887051,"var_123=low, var_45=low",2
0.11357133971887051,"var_45=low, var_70=mid",2
0.11350914292822491,"var_174=high, var_48=low",2
0.11350914292822491,"var_139=high, var_165=high",2
0.11350914292822491,"var_118=mid, var_149=mid",2
0.11350914292822491,"var_149=mid, var_165=mid",2
0.11350914292822491,"var_110=low, var_13=mid",2
0.11350914292822491,"var_147=mid, var_49=low",2
0.11350914292822491,"var_44=low, var_49=high",2
0.11350914292822491,"var_139=low, var_48=mid",2
0.11350914292822491,"var_13=high, var_48=mid",2
0.11350914292822491,"var_190=mid, var_21=mid",2
0.11350914292822491,"var_26=high, var_67=high",2
0.11350914292822491,"var_107=mid, var_173=high",2
0.11350914292822491,"var_44=mid, var_76=mid",2
0.11350914292822491,"var_123=mid, var_174=high",2
0.11350914292822491,"var_139=high, var_86=mid",2
0.11350914292822491,"var_139=high, var_48=high",2
0.11350914292822491,"var_13=low, var_48=high",2
0.11350914292822491,"var_173=low, var_174=low",2
0.1134469461375793,"var_174=high, var_49=high",2
0.1134469461375793,"var_172=high, var_49=high",2
0.1134469461375793,"var_147=mid, var_86=high",2
0.1134469461375793,"var_44=low, var_86=high",2
0.1134469461375793,"var_147=high, var_45=mid",2
0.1134469461375793,"var_174=high, var_21=mid",2
0.1134469461375793,"var_184=high, var_21=mid",2
0.1134469461375793,"var_199=high, var_26=high",2
0.1134469461375793,"var_147=mid, var_80=mid",2
0.1134469461375793,"var_21=low, var_45=low",2
0.1134469461375793,"var_173=low, var_67=mid",2
0.1134469461375793,"var_199=high, var_45=high",2
0.1134469461375793,"var_139=low, var_40=high",2
0.1134469461375793,"var_40=high, var_44=mid",2
0.1134469461375793,"var_149=low, var_44=mid",2
0.1134469461375793,"var_147=high, var_173=high",2
0.1134469461375793,"var_184=mid, var_48=high",2
0.1134469461375793,"var_184=low, var_21=high",2
0.1134469461375793,"var_107=low, var_70=low",2
0.1134469461375793,"var_107=low, var_21=low",2
0.1134469461375793,"var_165=mid, var_26=mid",2
0.1134469461375793,"var_44=high, var_48=high",2
0.1134469461375793,"var_173=mid, var_174=mid",2
0.1134469461375793,"var_147=low, var_173=mid",2
0.1133847493469337,"var_74=low, var_80=low",2
0.1133847493469337,"var_13=low, var_174=high",2
0.1133847493469337,"var_173=high, var_190=low",2
0.1133847493469337,"var_149=mid, var_74=low",2
0.1133847493469337,"var_123=mid, var_90=high",2
0.1133847493469337,"var_45=mid, var_90=high",2
0.1133847493469337,"var_18=mid, var_48=mid",2
0.1133847493469337,"var_107=high, var_123=low",2
0.1133847493469337,"var_49=mid, var_80=mid",2
0.1133847493469337,"var_110=high, var_74=low",2
0.1133847493469337,"var_139=mid, var_48=low",2
0.1133847493469337,"var_118=low, var_149=high",2
0.1133847493469337,"var_149=mid, var_49=mid",2
0.1133847493469337,"var_18=high, var_45=high",2
0.1133847493469337,"var_18=high, var_90=high",2
0.1133847493469337,"var_40=high, var_67=low",2
0.1133847493469337,"var_172=mid, var_44=mid",2
0.1133847493469337,"var_18=low, var_44=low",2
0.1133847493469337,"var_13=low, var_184=high",2
0.1133847493469337,"var_184=high, var_48=low",2
0.1133847493469337,"var_110=mid, var_190=high",2
0.1133847493469337,"var_147=low, var_172=high",2
0.1133847493469337,"var_147=mid, var_48=high",2
0.1133847493469337,"var_18=low, var_80=high",2
0.1133847493469337,"var_107=low, var_80=low",2
0.1133847493469337,"var_165=low, var_173=mid",2
0.11332255255628809,"var_172=mid, var_173=mid",2
0.11332255255628809,"var_110=mid, var_118=low",2
0.11332255255628809,"var_149=mid, var_172=low",2
0.11332255255628809,"var_139=low, var_190=mid",2
0.11332255255628809,"var_165=mid, var_45=mid",2
0.11332255255628809,"var_45=mid, var_80=high",2
0.11332255255628809,"var_190=high, var_199=mid",2
0.11332255255628809,"var_21=mid, var_48=high",2
0.11332255255628809,"var_21=mid, var_49=low",2
0.11332255255628809,"var_107=high, var_67=mid",2
0.11332255255628809,"var_110=high, var_139=low",2
0.11332255255628809,"var_173=high, var_74=high",2
0.11332255255628809,"var_149=high, var_18=high",2
0.11332255255628809,"var_199=low, var_40=low",2
0.11332255255628809,"var_139=low, var_165=low",2
0.11332255255628809,"var_123=mid, var_165=low",2
0.11332255255628809,"var_44=low, var_76=high",2
0.11332255255628809,"var_149=low, var_190=high",2
0.11332255255628809,"var_172=high, var_190=low",2
0.11332255255628809,"var_172=high, var_74=mid",2
0.11332255255628809,"var_139=low, var_74=mid",2
0.11332255255628809,"var_190=low, var_21=high",2
0.11332255255628809,"var_190=low, var_67=low",2
0.11332255255628809,"var_123=low, var_147=low",2
0.11332255255628809,"var_172=high, var_44=high",2
0.11326035576564249,"var_174=low, var_44=low",2
0.11326035576564249,"var_174=high, var_199=low",2
0.11326035576564249,"var_139=high, var_49=low",2
0.11326035576564249,"var_13=low, var_67=high",2
0.11326035576564249,"var_172=high, var_67=high",2
0.11326035576564249,"var_67=high, var_90=high",2
0.11326035576564249,"var_107=low, var_18=mid",2
0.11326035576564249,"var_139=low, var_21=mid",2
0.11326035576564249,"var_123=low, var_26=high",2
0.11326035576564249,"var_172=high, var_26=high",2
0.11326035576564249,"var_149=low, var_74=high",2
0.11326035576564249,"var_107=low, var_49=mid",2
0.11326035576564249,"var_67=mid, var_90=mid",2
0.11326035576564249,"var_40=high, var_86=high",2
0.11326035576564249,"var_165=mid, var_44=mid",2
0.11326035576564249,"var_76=high, var_80=low",2
0.11326035576564249,"var_139=high, var_76=high",2
0.11326035576564249,"var_49=low, var_76=low",2
0.11326035576564249,"var_49=low, var_80=low",2
0.11326035576564249,"var_107=low, var_118=low",2
0.11326035576564249,"var_149=low, var_70=mid",2
0.11326035576564249,"var_44=low, var_70=mid",2
0.11326035576564249,"var_147=low, var_44=high",2
0.11326035576564249,"var_174=mid, var_190=low",2
0.1131981589749969,"var_13=mid, var_80=low",2
0.1131981589749969,"var_147=high, var_190=mid",2
0.1131981589749969,"var_123=low, var_49=high",2
0.1131981589749969,"var_149=high, var_70=high",2
0.1131981589749969,"var_13=high, var_18=mid",2
0.1131981589749969,"var_40=mid, var_48=low",2
0.1131981589749969,"var_45=high, var_80=mid",2
0.1131981589749969,"var_48=low, var_80=mid",2
0.1131981589749969,"var_147=low, var_90=low",2
0.1131981589749969,"var_107=mid, var_147=low",2
0.1131981589749969,"var_13=high, var_174=high",2
0.1131981589749969,"var_45=high, var_90=low",2
0.1131981589749969,"var_139=high, var_199=high",2
0.1131981589749969,"var_21=low, var_40=high",2
0.1131981589749969,"var_139=mid, var_184=high",2
0.1131981589749969,"var_49=high, var_76=high",2
0.1131981589749969,"var_21=high, var_40=low",2
0.1131981589749969,"var_172=high, var_80=high",2
0.1131981589749969,"var_80=high, var_90=low",2
0.1131981589749969,"var_118=low, var_48=low",2
0.1131981589749969,"var_13=low, var_90=mid",2
0.1131981589749969,"var_173=mid, var_184=low",2
0.1131981589749969,"var_139=low, var_45=low",2
0.11313596218435129,"var_21=low, var_74=low",2
0.11313596218435129,"var_165=mid, var_172=low",2
0.11313596218435129,"var_107=mid, var_110=mid",2
0.11313596218435129,"var_118=mid, var_173=mid",2
0.11313596218435129,"var_123=high, var_147=mid",2
0.11313596218435129,"var_139=mid, var_147=mid",2
0.11313596218435129,"var_190=mid, var_74=low",2
0.11313596218435129,"var_110=low, var_190=mid",2
0.11313596218435129,"var_48=low, var_49=high",2
0.11313596218435129,"var_173=high, var_70=high",2
0.11313596218435129,"var_139=low, var_70=high",2
0.11313596218435129,"var_70=high, var_90=high",2
0.11313596218435129,"var_18=mid, var_49=low",2
0.11313596218435129,"var_123=mid, var_199=mid",2
0.11313596218435129,"var_107=high, var_80=high",2
0.11313596218435129,"var_107=high, var_118=high",2
0.11313596218435129,"var_107=high, var_45=low",2
0.11313596218435129,"var_118=mid, var_80=mid",2
0.11313596218435129,"var_26=mid, var_80=mid",2
0.11313596218435129,"var_149=low, var_86=low",2
0.11313596218435129,"var_172=mid, var_74=high",2
0.11313596218435129,"var_107=mid, var_40=high",2
0.11313596218435129,"var_13=low, var_40=low",2
0.11313596218435129,"var_172=low, var_70=low",2
0.11313596218435129,"var_147=high, var_174=high",2
0.11313596218435129,"var_165=high, var_184=high",2
0.11313596218435129,"var_172=low, var_190=high",2
0.11313596218435129,"var_172=low, var_199=low",2
0.11313596218435129,"var_123=low, var_172=high",2
0.11313596218435129,"var_110=mid, var_21=high",2
0.11313596218435129,"var_26=mid, var_86=high",2
0.11313596218435129,"var_190=high, var_44=high",2
0.11313596218435129,"var_172=low, var_174=mid",2
0.11313596218435129,"var_172=high, var_174=mid",2
0.11307376539370569,"var_173=high, var_80=low",2
0.11307376539370569,"var_110=mid, var_184=low",2
0.11307376539370569,"var_118=mid, var_139=high",2
0.11307376539370569,"var_149=mid, var_40=low",2
0.11307376539370569,"var_118=high, var_13=mid",2
0.11307376539370569,"var_49=low, var_67=high",2
0.11307376539370569,"var_165=low, var_184=mid",2
0.11307376539370569,"var_199=low, var_76=mid",2
0.11307376539370569,"var_26=low, var_90=high",2
0.11307376539370569,"var_48=mid, var_76=mid",2
0.11307376539370569,"var_40=low, var_45=mid",2
0.11307376539370569,"var_139=mid, var_45=mid",2
0.11307376539370569,"var_18=mid, var_67=mid",2
0.11307376539370569,"var_173=mid, var_40=mid",2
0.11307376539370569,"var_123=mid, var_49=mid",2
0.11307376539370569,"var_173=mid, var_67=mid",2
0.11307376539370569,"var_45=high, var_49=high",2
0.11307376539370569,"var_18=high, var_67=high",2
0.11307376539370569,"var_199=high, var_44=mid",2
0.11307376539370569,"var_139=low, var_67=low",2
0.11307376539370569,"var_165=low, var_86=low",2
0.11301156860306008,"var_139=high, var_26=low",2
0.11301156860306008,"var_139=low, var_13=mid",2
0.11301156860306008,"var_147=mid, var_172=mid",2
0.11301156860306008,"var_107=mid, var_190=mid",2
0.11301156860306008,"var_173=mid, var_190=mid",2
0.11301156860306008,"var_107=mid, var_67=high",2
0.11301156860306008,"var_40=low, var_76=mid",2
0.11301156860306008,"var_172=mid, var_86=high",2
0.11301156860306008,"var_149=mid, var_90=high",2
0.11301156860306008,"var_18=low, var_48=mid",2
0.11301156860306008,"var_40=low, var_48=mid",2
0.11301156860306008,"var_149=mid, var_199=mid",2
0.11301156860306008,"var_199=mid, var_48=high",2
0.11301156860306008,"var_107=high, var_184=mid",2
0.11301156860306008,"var_147=low, var_67=low",2
0.11301156860306008,"var_149=high, var_172=high",2
0.11301156860306008,"var_190=mid, var_67=mid",2
0.11301156860306008,"var_165=low, var_40=high",2
0.11301156860306008,"var_173=mid, var_44=mid",2
0.11301156860306008,"var_123=mid, var_172=high",2
0.11301156860306008,"var_190=high, var_21=low",2
0.11301156860306008,"var_139=low, var_76=low",2
0.11301156860306008,"var_107=low, var_173=low",2
0.11301156860306008,"var_118=low, var_70=mid",2
0.11301156860306008,"var_184=low, var_44=high",2
0.11301156860306008,"var_110=low, var_44=low",2
0.11294937181241448,"var_18=low, var_74=low",2
0.11294937181241448,"var_118=low, var_174=high",2
0.11294937181241448,"var_172=mid, var_199=low",2
0.11294937181241448,"var_165=mid, var_173=high",2
0.11294937181241448,"var_149=mid, var_67=low",2
0.11294937181241448,"var_107=mid, var_49=high",2
0.11294937181241448,"var_174=high, var_184=mid",2
0.11294937181241448,"var_184=mid, var_26=low",2
0.11294937181241448,"var_49=high, var_76=mid",2
0.11294937181241448,"var_107=mid, var_76=mid",2
0.11294937181241448,"var_74=mid, var_76=mid",2
0.11294937181241448,"var_18=mid, var_90=mid",2
0.11294937181241448,"var_13=high, var_40=mid",2
0.11294937181241448,"var_70=low, var_80=mid",2
0.11294937181241448,"var_118=high, var_67=low",2
0.11294937181241448,"var_110=mid, var_149=high",2
0.11294937181241448,"var_49=mid, var_76=low",2
0.11294937181241448,"var_40=low, var_49=mid",2
0.11294937181241448,"var_110=low, var_49=mid",2
0.11294937181241448,"var_45=high, var_48=mid",2
0.11294937181241448,"var_199=high, var_74=high",2
